accidente,hora,operador,tipo de aeronave,modelo,personas a bordo,pasajeros a bordo,tripulantes a bordo,total de fallecidos,pasajeros fallecidos,tripulantes fallecidos,afectados en tierra,sobrevivientes,militar,país
1929-08-24,00:00:00,DEUTSCHE LUFTHANSA,Fokker FG II,1571,5,4,1,4,3,1,0,1,No militar,Germany
1929-09-02,00:00:00,ASSOCIATED AVIATORS,Lockheed Vega,067,2,0,2,1,0,1,0,1,No militar,U.S.A.
1929-09-03,11:01:00,TRANS CONTINENTAL AIR TRANSPORT,Ford 5-AT-B Tri Motor,5-AT-002,8,5,3,8,5,3,0,0,No militar,U.S.A.
1929-09-06,00:00:00,IMPERIAL AIRWAYS,de Havilland DH-66 Hercules,239,5,2,3,3,1,2,0,2,No militar,Iran
1929-09-14,00:00:00,AEROPOSTALE,Latecoere 25,704,6,4,2,6,4,2,0,0,No militar,Ocean
1929-09-14,18:00:00,SKYWAYS,Travel Air 6000,1024,6,5,1,6,5,1,0,0,No militar,Ocean
1929-09-17,00:00:00,COLONIAL AIR TRANSPORT,Pitcairn PA-6 Mailwing,No Data,1,0,1,1,0,1,0,0,No militar,U.S.A.
1929-09-17,00:00:00,AEROPOSTALE,Latecoere 25-3-R,704,5,3,2,5,3,2,0,0,No militar,Morocco
1929-09-17,00:00:00,PICKWICK AIRWAYS,Fairchild 71,No Data,2,0,2,1,0,1,0,1,No militar,U.S.A.
1929-10-26,18:00:00,IMPERIAL AIRWAYS,Short Calcutta (flying boat),S748,7,5,2,7,5,2,0,0,No militar,Italy
1929-10-29,00:00:00,CONTINENTAL AIR LINES,Stearman C-38,No Data,1,0,1,1,0,1,0,0,No militar,U.S.A.
1929-10-31,00:00:00,BREMERTON-SEATTLE AIR TAXI / GORST AIR LINES,Loening C-2C,232,2,0,2,2,0,2,0,0,No militar,U.S.A.
1929-11-04,07:00:00,CORP. AERONAUTICA DE TRANSPORTES,Lockheed Vega 5,097,4,3,1,4,3,1,0,0,No militar,Mexico
1929-11-06,10:10:00,DEUTSCHE LUFTHANSA,Junkers G-24,911,8,4,4,7,3,4,0,1,No militar,Ocean
1929-11-16,09:35:00,AIR UNION,Liore et Olivier 190,1,3,0,3,3,0,3,0,0,No militar,France
1929-11-20,00:00:00,S.A.M. SOCIETÀ AEREA MEDITERRANEA,Savoia Marchetti S55,10519,12,9,3,1,1,0,0,11,No militar,Ocean
1929-11-30,00:00:00,VARNEY AIR LINES,Stearman M-2 Speedmail,1006,1,0,1,1,0,1,0,0,No militar,U.S.A.
1929-12-02,00:00:00,NATIONAL AIR TRANSPORT,Douglas M-3,622,1,0,1,1,0,1,0,0,No militar,U.S.A.
1929-12-19,00:00:00,DEUTSCHE LUFTHANSA,Arado V1,47,3,0,2,2,0,2,0,1,No militar,Germany
1929-12-30,17:00:00,TRANS CONTINENTAL AIR TRANSPORT,Travel Air B6000,No Data,5,3,2,5,3,2,0,0,No militar,U.S.A.
1930-01-10,00:00:00,BOEING AIR TRANSPORT,Boeing 95,No Data,1,0,1,1,0,1,0,0,No militar,U.S.A.
1930-01-13,00:00:00,AIR ORIENT,Farman 190,1,3,0,3,3,0,3,0,0,No militar,Madagascar
1930-01-19,18:23:00,MADDUX AIRLINES,Ford 5-AT-C Tri Motor,5-AT-046,16,14,2,16,14,2,0,0,No militar,U.S.A.
1930-01-25,00:00:00,AEROPOSTALE,Latecoere 25,691,2,0,2,2,0,2,0,0,No militar,Spain
1930-01-27,17:30:00,CENTRAL  AIRLINES (UNIVERSAL AVIATION CORPORATION),Travel Air A6000A,963,5,4,1,5,4,1,0,0,No militar,U.S.A.
1930-02-03,00:00:00,COLONIAL AIR TRANSPORT,Pitcairn PA-6 Mailwing,41,1,0,1,1,0,1,0,0,No militar,U.S.A.
1930-02-10,00:00:00,AIR UNION,Farman F-63,21/6844,6,3,3,2,2,0,0,4,No militar,Ocean
1930-04-18,17:00:00,CANADIAN COLONIAL AIRWAYS,Fairchild 71,634,4,3,1,4,3,1,0,0,No militar,U.S.A.
1930-05-10,00:00:00,AEROPOSTALE,Latecoere 28,918,4,2,2,3,1,2,0,1,No militar,Argentina
1930-06-05,00:00:00,COLONIAL AIR TRANSPORT,Ford Tri-Motor 5,5-AT-033,15,13,2,1,1,0,0,14,No militar,U.S.A.
1930-07-07,00:00:00,DEUTSCHE LUFTHANSA,Dornier Wal,44,8,5,3,5,4,1,0,3,No militar,Denmark
1930-07-10,00:00:00,CROSS AIRWAYS,Lockheed Vega 5,087,5,4,1,5,4,1,0,0,No militar,U.S.A.
1930-07-21,15:00:00,WALCOT AIR LINE,Junkers F-13ge,No Data,6,4,2,6,4,2,0,0,No militar,Ocean
1930-08-22,15:45:00,CESKOSLOVENSKE AEROLINIE,Ford 5-AT-C Tri Motor,5-AT-050,11,10,1,10,9,1,0,1,No militar,Ocean
1930-09-11,00:00:00,SABENA,Sabca F-VII,No Data,2,0,2,2,0,2,0,0,No militar,Ocean
1930-09-25,00:00:00,WESTERN CANADA AIRWAYS,Boeing 40,1165,3,2,1,3,2,1,0,0,No militar,Canada
1930-10-05,02:05:00,MILITARY - BRITISH AIR MINISTRY,Royal Airship Works R-101,R-101,54,-1,-1,48,-1,-1,0,6,Militar,France
1930-10-06,09:45:00,DEUTSCHE LUFTHANSA,Messerschmitt M-20B,443,8,6,2,8,6,2,0,0,No militar,Germany
1930-10-12,00:00:00,AEROPOSTALE,Latecoere 28,No Data,4,3,1,4,3,1,0,0,No militar,Morocco
1930-10-13,00:00:00,WINGS LTD,de Havilland DH.80 Puss Moth,2021,3,2,1,3,2,1,-1,0,No militar,Australia
1930-10-28,00:00:00,ALASKA-WASHINGTON AIRWAYS,Lockheed Vega,120,3,2,1,3,2,1,0,0,No militar,Canada
1930-10-30,00:00:00,IMPERIAL AIRWAYS,Handley Page W-8,W8-7,6,3,3,3,2,1,0,3,No militar,France
1930-10-30,00:00:00,EMBRY RIDDLE COMPANY,Pitcairn PA-6 Mailwing,No Data,1,0,1,1,0,1,0,0,No militar,U.S.A.
1930-11-07,00:00:00,SYNDICATO CONDOR,Junkers G-24,921,9,8,1,1,1,0,0,8,No militar,Brazil
1930-11-18,00:00:00,PACIFIC AIR TRANSPORT,Boeing 40,No Data,3,0,3,3,0,3,-1,0,No militar,U.S.A.
1930-12-09,00:00:00,CHINA NATIONAL AVIATION CORPORATION,Loening C-W Air Yaht,No Data,6,4,2,4,2,2,0,2,No militar,China
1931-01-08,22:40:00,SABENA,Fokker F-VII,1930,2,0,2,2,0,2,0,0,No militar,Belgium
1931-01-22,00:00:00,VARNEY AIR LINES,Boeing 40,1422,1,0,1,1,0,1,0,0,No militar,U.S.A.
1931-02-08,00:00:00,DOMINION AIR LINES,Desoutter II,D-36,3,2,1,3,2,1,0,0,No militar,New Zealand
1931-02-20,00:00:00,WESTERN CANADA AIRWAYS,Fokker Universal F-14,No Data,3,2,1,2,2,0,0,1,No militar,Canada
1931-02-24,00:00:00,AEROPOSTALE,Latecoere 32,84,3,0,3,1,0,1,0,2,No militar,Ocean
1931-03-21,13:00:00,AUSTRALIAN NATIONAL AIRWAYS,Avro 10,241,8,6,2,8,6,2,0,0,No militar,Australia
1931-03-31,10:45:00,TRANS CONTINENTAL AND WESTERN AIR,Fokker F10A Trimotor,1063,8,6,2,8,6,2,0,0,No militar,U.S.A.
1931-04-14,00:00:00,DEUTSCHE LUFTHANSA,Messerschmitt M-20,442,10,7,3,2,0,2,0,8,No militar,Germany
1931-05-05,23:30:00,PACIFIC AIR TRANSPORT,Boeing 40,1044,2,0,2,2,0,2,0,0,No militar,U.S.A.
1931-05-22,00:00:00,GUIENA AIRWAYS,Junkers W-34,2611,1,0,1,1,0,1,0,0,No militar,Australia
1931-05-24,22:30:00,NATIONAL AIR TRANSPORT,Boeing 95,1057,1,0,1,1,0,1,0,0,No militar,U.S.A.
1931-06-07,09:00:00,AIR ORIENT,Fokker F-VIIB,5096,4,0,4,4,0,4,0,0,No militar,Ocean
1931-06-11,00:00:00,RUBNER FLYING SERVICE,Lockheed Vega 2,064,3,1,2,2,0,2,0,1,No militar,U.S.A.
1931-06-13,00:00:00,DEUTSCHE LUFTHANSA,Dornier Merkur,177,4,2,2,4,2,2,0,0,No militar,Germany
1931-07-12,00:00:00,BRANIFF AIRLINES,Lockheed Vega,154,2,0,2,2,0,2,0,0,No militar,U.S.A.
1931-07-14,00:00:00,AUSTRALIAN AERIAL SERVICES,Lasco Lascowl,3,2,0,2,2,0,2,0,0,No militar,Australia
1931-07-21,00:00:00,AMERICAN AIRWAYS,Pitcairn PA-6 Mailwing,No Data,1,0,1,1,0,1,0,0,No militar,U.S.A.
1931-07-24,00:00:00,CIDNA,Fokker F-VII,18,7,5,2,7,5,2,0,0,No militar,Bulgaria
1931-08-09,08:40:00,AMERICAN AIRWAYS,Ford 5-AT-C Tri Motor,5AT-029,6,4,2,6,4,2,0,0,No militar,U.S.A.
1931-09-14,20:00:00,CHICAGO-DETROIT AIRWAYS,Lockheed Vega,056,1,0,1,1,0,1,0,0,No militar,U.S.A.
1931-09-15,00:00:00,CIDNA,Fokker F-VIIb-3m,No Data,6,4,2,6,4,2,0,0,No militar,Romania
1931-09-16,04:00:00,PACIFIC AIR TRANSPORT,Boeing 40,1428,4,3,1,4,3,1,0,0,No militar,U.S.A.
1931-10-06,00:00:00,DEUTSCHE LUFTHANSA,Heinkel HE-2,334,3,0,3,3,0,3,0,0,No militar,Canada
1931-10-14,00:00:00,SYNDICATO CONDOR,Dornier Wal,107,3,0,3,3,0,3,0,0,No militar,Brazil
1931-11-05,06:48:00,"NY, PHIL., WASHINGTON AW",Lockheed Orion 9,178,5,4,1,5,4,1,0,0,No militar,U.S.A.
1931-11-13,00:00:00,UNION AIRWAYS,De Havilland DH.80,2110,3,2,1,3,2,1,0,0,No militar,South Africa
1931-11-23,00:00:00,BOEING AIR TRANSPORT,Boeing 40,897,1,0,1,1,0,1,0,0,No militar,U.S.A.
1931-11-24,00:00:00,CHINA NATIONAL AVIATION CORPORATION,Stinson,No Data,3,1,2,3,1,2,0,0,No militar,China
1931-11-26,22:30:00,VARNEY AIR LINES,Boeing 40,1419,1,0,1,1,0,1,0,0,No militar,U.S.A.
1931-12-05,00:00:00,BRANIFF AIRWAYS,Lockheed Vega 5,049,6,5,1,2,2,0,0,4,No militar,U.S.A.
1931-12-06,05:45:00,KLM ROYAL DUTCH AIRLINES,Fokker F-VIIb-3M,5226,7,3,4,5,2,3,0,2,No militar,Thailand
1931-12-09,00:00:00,AEROPOSTALE,CAMS 56,3,2,0,2,2,0,2,0,0,No militar,Ocean
1931-12-31,00:00:00,AMERICAN AIRWAYS,Fairchild Pilgrim 100A,No Data,5,4,1,4,4,0,0,1,No militar,U.S.A.
1932-01-21,00:00:00,NORTHWEST AIRWAYS,Stinson SM-2A,1088,1,0,1,1,0,1,0,0,No militar,Ocean
1932-01-29,16:00:00,CENTURY PACIFIC LINES,Stinson SM-6000B,5034,8,7,1,8,7,1,0,0,No militar,U.S.A.
1932-02-01,00:00:00,BIMINI AIRWAYS,Fairchild,No Data,5,4,1,5,4,1,0,0,No militar,U.S.A.
1932-02-02,00:00:00,BOEING AIR TRANSPORT,Boeing 40,902,2,0,2,1,0,1,0,1,No militar,U.S.A.
1932-02-02,00:00:00,TRANSAMERICAN AIRLINES,Stearman C-3MB,161,1,0,1,1,0,1,0,0,No militar,U.S.A.
1932-02-27,00:00:00,AEROPOSTALE,Latecoere 28,917,3,0,3,3,0,3,0,0,No militar,Brazil
1932-03-08,02:00:00,CENTURY AIR LINES,Stinson SM-6000B,5016,5,0,5,3,0,3,0,2,No militar,U.S.A.
1932-03-19,19:30:00,AMERICAN AIRWAYS,Fokker F-10A,1027,7,5,2,7,5,2,0,0,No militar,U.S.A.
1932-03-21,00:00:00,TRANS CONTINENTAL AND WESTERN AIR,Northrop Alpha 3,9,1,0,1,1,0,1,0,0,No militar,U.S.A.
1932-03-29,00:00:00,AIR ORIENT,Farman F-190,7120,3,1,2,3,1,2,0,0,No militar,Iraq
1932-03-31,00:00:00,NATIONAL AIR TRANSPORT,Boeing 95,1054,1,0,1,1,0,1,0,0,No militar,U.S.A.
1932-04-21,00:00:00,TRANSAMERICA AIRLINES,Stearman C-3MB,162,1,0,1,1,0,1,0,0,No militar,U.S.A.
1932-05-16,00:00:00,PACIFIC AIR TRANSPORT,Boeing 40,1042,3,2,1,3,2,1,0,0,No militar,U.S.A.
1932-05-30,12:00:00,VARNEY AIR LINES,Boeing 40,1155,2,0,2,1,0,1,0,1,No militar,U.S.A.
1932-07-16,08:00:00,PANAGRA,Ford 5-AT-C Tri Motor,5-AT-062,9,6,3,9,6,3,0,0,No militar,Chile
1932-08-12,00:00:00,AIR ORIENT,CAMS 53,07,7,3,4,0,0,0,0,7,No militar,Lebanon
1932-08-31,00:10:00,A B AEROTRANSPORT,Junkers G-23,836,2,0,2,2,0,2,0,0,No militar,Germany
1932-09-08,09:00:00,AMERICAN AIRWAYS,Fokker F-10,1009,4,2,2,3,1,2,0,1,No militar,U.S.A.
1932-09-17,06:00:00,AIR UNION,Liore-et-Olivier 213,2,2,0,2,1,0,1,0,1,No militar,Ocean
1932-09-18,00:00:00,NEW ENGLAND AIRWAYS,De Havilland DH-80,2052,3,2,1,3,2,1,0,0,No militar,Australia
1932-10-12,00:00:00,AEROPOSTALE,Latecoere 28,905,1,0,1,1,0,1,0,0,No militar,Mauritania
1932-10-26,00:00:00,LLOYD AERO BOLIVIANO,Ford Tri-motor 5,No Data,2,0,2,2,0,2,0,0,No militar,Bolivia
1932-10-29,00:00:00,DEUTSCHE LUFTHANSA,Junkers W-33,No Data,2,0,2,2,0,2,0,0,No militar,Ocean
1932-11-02,00:00:00,DEUTSCHE LUFTHANSA,Junkers F-13,696,5,3,2,5,3,2,0,0,No militar,Germany
1932-11-25,00:00:00,HUNTER AIRWAYS,Travel Air 6000,2020,2,1,1,2,1,1,0,0,No militar,U.S.A.
1932-12-14,00:00:00,TRANS CONTINENTAL AND WESTERN AIR,Ford 5,5-AT-037,2,0,2,2,0,2,0,0,No militar,U.S.A.
1932-12-14,00:00:00,BOEING AIR TRANSPORT,Boeing 40,892,1,0,1,1,0,1,0,0,No militar,U.S.A.
1932-12-26,00:00:00,GUINEA AIRWAYS,De Havilland DH-60,1372,1,0,1,1,0,1,0,0,No militar,Australia
1933-01-10,00:00:00,AEROPOSTALE,CAMS 53,5,3,0,3,1,0,1,0,2,No militar,Ocean
1933-01-14,00:00:00,EASTERN AIR TRANSPORT,Curtiss Condor 18,1168,2,0,2,2,0,2,0,0,No militar,U.S.A.
1933-01-20,00:00:00,AMERICAN AIRWAYS,Stearman 4,4039,1,0,1,1,0,1,0,0,No militar,U.S.A.
1933-01-20,02:07:00,AMERICAN AIRWAYS,Stearman 4,4039,1,0,1,1,0,1,0,0,No militar,U.S.A.
1933-01-24,00:00:00,PACIFIC AIR TRANSPORT,Ford 5-AT-D,5-AT-098,3,1,2,2,0,2,0,1,No militar,U.S.A.
1933-03-11,00:00:00,PAN AMERICAN GRACE AIRWAYS,Fairchild FC-2W,No Data,2,0,2,2,0,2,0,0,No militar,Argentina
1933-03-25,20:07:00,VARNEY AIRLINES,Lockheed Orion 9,184,3,2,1,3,2,1,11,0,No militar,U.S.A.
1933-03-28,14:30:00,IMPERIAL AIRWAYS,Armstrong Whitworth Argosy II,AW-363,15,12,3,15,12,3,0,0,No militar,Belgium
1933-04-03,00:00:00,DEUTSCHE LUFTHANSA,Junkers F-13,No Data,2,1,1,1,1,0,0,1,No militar,Germany
1933-04-04,12:30:00,MILITARY - U.S. NAVY,Goodyear-Zeppelin U.S.S. Akron (airship),No Data,76,-1,-1,73,-1,-1,0,3,Militar,U.S.A.
1933-04-23,07:40:00,AIR ORIENT,Cams 53-1,29,8,5,3,5,2,3,0,3,No militar,Italy
1933-04-29,00:00:00,EURASIA,Junkers W-34,2737,4,2,2,4,2,2,0,0,No militar,Germany
1933-05-09,15:00:00,AEROPOSTALE - LA TECOERE COMPANY,Latecoere 28-1,1701,6,3,3,6,3,3,0,0,No militar,Spain
1933-06-04,03:15:00,EASTERN AIR TRANSPORT,Pitcairns PA-6,No Data,1,0,1,1,0,1,0,0,No militar,U.S.A.
1933-06-11,17:00:00,PALWAUKEE,Sikorsky S-38B (flying boat),No Data,9,7,2,9,7,2,0,0,No militar,U.S.A.
1933-07-18,15:40:00,SOCIETA ANONIMA AERO EXPRESSO ITALIANA,CMASA Wal (flying boat),127,6,2,4,6,2,4,0,0,No militar,Ocean
1933-08-29,01:00:00,TRANS CONTINENTAL AND WESTERN AIR,Ford 5-AT-B Tri Motor,5-AT-005,5,3,2,5,3,2,0,0,No militar,U.S.A.
1933-09-12,00:00:00,AEROPUT,Farman F-306,No Data,8,6,2,8,6,2,0,0,No militar,Ocean
1933-10-10,21:00:00,UNITED AIR LINES,Boeing 247,1685,10,7,3,10,7,3,0,0,No militar,U.S.A.
1933-10-31,11:20:00,AIR FRANCE,Farman F-301,04,5,2,3,2,1,1,0,3,No militar,France
1933-11-09,22:35:00,UNITED AIR LINES,Boeing 247,1772,10,7,3,4,3,1,-1,6,No militar,U.S.A.
1933-11-10,00:00:00,TRANS CONTINENTAL AND WESTERN AIR,Northrop Delta,03,1,0,1,0,0,0,0,1,No militar,U.S.A.
1933-11-20,00:00:00,CHINA NATIONAL AVIATION CORPORATION,Stinson,No Data,8,7,1,8,7,1,-1,0,No militar,China
1933-11-21,15:00:00,KALININ,Kalinin K-7,No Data,20,0,20,14,0,14,0,6,No militar,Ukraine
1933-11-24,00:00:00,NATIONAL AIR TRANSPORT,Boeing 247,1705,2,0,2,2,0,2,0,0,No militar,U.S.A.
1933-12-11,16:00:00,DEUTSCHE LUFTHANSA,Focke-Wulf A-17,47,10,8,2,6,4,2,0,4,No militar,Germany
1933-12-14,00:00:00,UNION AIRWAYS,Junkers W-34,2735,6,4,2,5,3,2,0,1,No militar,South Africa
1933-12-30,13:00:00,IMPERIAL AIRWAYS,Avro 10,528,10,8,2,10,8,2,0,0,No militar,Belgium
1934-01-15,18:15:00,AIR FRANCE,Dewoitine D-332,01,14,10,4,14,10,4,0,0,No militar,France
1934-01-20,00:00:00,AIR FRANCE,Breguet 280T,No Data,2,-1,-1,2,-1,-1,0,0,No militar,France
1934-02-23,14:15:00,BOEING AIRCRAFT COMPANY,Boeing 247,1739,8,5,3,8,5,3,0,0,No militar,U.S.A.
1934-02-26,00:00:00,AIR FRANCE,Latécoère 28,925,6,-1,-1,1,-1,-1,0,5,No militar,Morocco
1934-03-06,00:00:00,AMERICAN AIRWAYS,Fairchild Pilgrim 100A,6606,4,3,1,4,3,-1,0,0,No militar,U.S.A.
1934-03-10,00:00:00,PAN AMERICAN AIRWAYS (SCADTA),Sikorsky S-38 Flying Boat,No Data,6,4,2,5,3,2,0,1,No militar,Colombia
1934-03-22,00:00:00,PAN AMERICAN GRACE AIRLINES,Ford 5-AT-C Tri-Motor,5-AT-066,15,12,3,3,0,3,0,12,No militar,Peru
1934-04-10,00:00:00,CHINA NATIONAL AVIATION CORPORATION,Sikorsky S-38BB,No Data,3,1,2,3,1,2,0,0,No militar,China
1934-05-09,00:00:00,AIR FRANCE,Wibault 282T,8,6,3,3,6,3,3,0,0,No militar,Ocean
1934-05-31,05:00:00,AIR FRANCE,Liore-et-Olivier 213,No Data,2,0,2,2,0,2,0,0,No militar,Ocean
1934-06-09,17:00:00,AMERICAN AIRWAYS,Curtiss Condor T-32,22,7,4,3,7,4,3,0,0,No militar,U.S.A.
1934-06-11,11:00:00,PANAGRA,Ford 5-AT-C Tri-Motor,5-AT-055,10,7,3,6,3,3,0,4,No militar,Argentina
1934-06-22,00:00:00,DEUTSCHE LUFTHANSA,Dornier Merkur,176,7,5,2,1,0,1,0,6,No militar,Germany
1934-06-23,06:00:00,AEREVIAS CENTRALES AIR SERVICE,Lockheed Orion,No Data,1,0,1,1,0,1,0,0,No militar,U.S.A.
1934-07-09,00:00:00,UNITED AIR SERVICES,Lockheed Vega,033,4,3,1,3,2,1,0,1,No militar,U.S.A.
1934-07-27,09:50:00,SWISSAIR,Curtiss AT-32C Condor,53,12,9,3,12,9,3,0,0,No militar,Germany
1934-08-05,00:00:00,AIR FRANCE,Latecoere 26,662,2,0,2,2,0,2,0,0,No militar,Brazil
1934-08-31,22:45:00,RAPID AIR TRANSPORT,Stinson  SM-6000B,5004,5,4,1,5,4,1,0,0,No militar,U.S.A.
1934-10-02,10:50:00,HILLMAN'S AIRWAYS,de havilland 89 Dragon Rapide,No Data,7,6,1,7,6,1,0,0,No militar,Ocean
1934-10-03,00:00:00,QANTAS,de Havilland DH-50A,4,3,2,1,3,2,1,0,0,No militar,Australia
1934-10-19,00:00:00,HOLYMANS AIRWAYS,de Havilland DH-86,2301,11,9,2,11,9,2,0,0,No militar,Australia
1934-11-02,00:00:00,HOLDENS AIR TRANSPORT SERVICE,De Havilland DH-61,330,4,2,2,2,2,0,0,2,No militar,Australia
1934-11-15,23:42:00,RAPID AIR TRANSPORT,Stinson SM-6000-B,5031,2,0,2,2,0,2,0,0,No militar,U.S.A.
1934-11-15,00:00:00,QANTAS,de Havilland DH-86,2311,4,3,1,4,3,1,0,0,No militar,Australia
1934-12-07,00:00:00,DEUTSCHE LUFTHANSA,Junkers F-13,2008,3,0,3,3,0,3,0,0,No militar,Germany
1934-12-08,05:30:00,BRANIFF AIRLINES,Lockheed Vega 5C,123,1,0,1,1,0,1,0,0,No militar,U.S.A.
1934-12-10,07:30:00,CUBANA DE AVIACION,Ford 4-AT-E Tri-motor,4-AT-63,8,5,3,4,2,2,0,4,No militar,Cuba
1934-12-20,03:33:00,KLM ROYAL DUTCH AIRLINES,Douglas DC-2-115A,1317,7,3,4,7,3,4,0,0,No militar,Syria
1934-12-22,02:52:00,AMERICAN AIRLINES,Lockheed Orion 9D,198,1,0,1,1,0,1,0,0,No militar,U.S.A.
1934-12-31,00:00:00,AEROFLOT,Tupolev ANT-9,No Data,10,8,2,10,8,2,0,0,No militar,Ocean
1935-01-08,00:00:00,INDIAN AIR FORCE,Wapiti,No Data,2,0,2,0,0,2,15,2,No militar,Pakistan
1935-01-26,00:00:00,TRANS CONTINENTAL AND WESTERN AIR,Consolidated Fleetster,No Data,1,0,1,1,0,1,0,0,No militar,U.S.A.
1935-01-31,19:00:00,DERULUFT,Junkers JU-52/3m,4051,11,8,3,11,8,3,0,0,No militar,Germany
1935-02-12,00:00:00,MILITARY - US NAVY,Goodyear-Zeppelin U.S.S. Macon (airship),No Data,83,0,83,2,0,2,0,81,Militar,Ocean
1935-03-07,00:00:00,DERULUFT,Rochrbach Roland,45,3,0,3,0,0,0,0,3,No militar,Germany
1935-03-15,00:00:00,MISRAIR,de Havilland Dragon 1,6031,6,5,1,3,2,1,0,3,No militar,Egypt
1935-03-29,00:00:00,DEUTSCHE LUFTHANSA,Junkers F-13,No Data,5,0,5,5,0,5,0,0,No militar,Germany
1935-04-01,00:45:00,AIR FRANCE,Farman F-300,7243-2,3,0,3,1,0,1,0,2,No militar,France
1935-04-06,15:18:00,KLM ROYAL DUTCH AIRLINES,Fokker F-12,5242,7,2,5,7,2,5,0,0,No militar,Germany
1935-05-01,10:45:00,VARNEY AIR LINES,Lockheed Vega,73,1,0,1,1,0,1,0,0,No militar,U.S.A.
1935-05-06,03:30:00,TRANS CONTINENTAL AND WESTERN AIR,Douglas DC-2-112,1295,14,12,2,5,3,2,0,9,No militar,U.S.A.
1935-05-18,00:45:00,GOR'KY ESKADRIL'YA,Tupolev ANT-20 / I-5,No Data,50,37,13,50,37,13,2,0,No militar,Russia
1935-05-18,18:35:00,KNOWLES FLYING SERVICE OF DETROIT,Ford model 4-AT-E,4-AT-49,12,11,1,3,2,1,0,9,No militar,U.S.A.
1935-05-27,16:00:00,WYOMING AIR SERVICE,Boeing 221,1153,1,0,1,1,0,1,0,0,No militar,U.S.A.
1935-05-28,22:25:00,CHICAGO AND SOUTHERN AIRLINES,Stinson SM6000B Tri-motor,5050,2,1,1,2,1,1,0,0,No militar,U.S.A.
1935-05-29,00:00:00,NO DATA,No Data,No Data,9,-1,-1,6,-1,-1,0,3,No militar,Honduras
1935-06-24,14:36:00,SERVICIO AEREO COLUMBIANO / SCADTA,Ford Tri-Motor / Ford Tri-Motor,5-AT-112/5-AT-006,20,18,2,17,15,2,0,3,No militar,Colombia
1935-07-14,09:40:00,KLM ROYAL DUTCH AIRLINES,Fokker F-XXII,5358,20,15,5,6,2,4,0,14,No militar,Netherlands
1935-07-19,14:20:00,WEDELL-WILLIAMS AIR SERVICE CORPORATION,General 102-E,No Data,2,1,1,2,1,1,0,0,No militar,U.S.A.
1935-07-20,12:30:00,KLM ROYAL DUTCH AIRLINES,Douglas DC-2,1335,13,9,4,13,9,4,0,0,No militar,Switzerland
1935-07-23,00:00:00,JERSEY AIRWAYS,de Havilland DH-84 Dragon,6063,8,7,1,1,3,0,0,7,No militar,United Kingdom
1935-07-28,00:00:00,FUERZA AEREA COLOMBIANA,Junkers W-34,2779,5,3,2,5,3,2,0,0,No militar,Colombia
1935-08-07,08:00:00,ALA LITTORIA,Savoia-Marchetti S-66,15004,7,3,4,7,3,4,0,0,No militar,Egypt
1935-08-14,23:45:00,DELTA AIR LINES,Stinson Model A,9103,4,3,1,4,3,1,0,0,No militar,U.S.A.
1935-08-15,20:18:00,PRIVATE,Lockheed Orion 9E Explorer float plane,195,2,1,1,2,1,1,0,0,No militar,U.S.A.
1935-08-15,20:08:00,AERO MAYFLOWER TRANSIT CO,"Waco, model YLC",4202,3,2,1,3,2,1,0,0,No militar,U.S.A.
1935-09-01,23:00:00,WESTERN AIR EXPRESS,Boeing 247,1695,3,0,3,3,0,3,0,0,No militar,U.S.A.
1935-09-13,09:00:00,PANAMA AIRWAYS,Ford Tri-Motor,No Data,8,7,1,8,7,1,0,0,No militar,Panama
1935-10-02,09:55:00,HOLYMAN AIRWAYS,de Havilland DH-86,2312,5,3,2,5,3,2,0,0,No militar,Australia
1935-10-07,02:19:00,UNITED AIR LINES,Boeing 247D,1698,12,9,3,12,9,3,0,0,No militar,U.S.A.
1935-10-09,00:00:00,AERO O-Y,Junkers F-13,2033,6,4,2,6,4,2,0,0,No militar,Finland
1935-10-21,11:00:00,CHAMBERLIN FLYING SERVICE,Curtiss AT-32C Condor,G-2,6,4,2,1,0,1,0,5,No militar,U.S.A.
1935-10-30,19:40:00,UNITED AIR LINES,Boeing B-247-D,1704,4,0,4,4,0,4,0,0,No militar,U.S.A.
1935-11-02,00:00:00,AIR FRANCE,Latécoère 28-1,906,4,0,4,4,0,4,0,0,No militar,Brazil
1935-11-09,04:40:00,BRANIFF AIRLINES,Lockheed Vega,191,1,0,1,1,0,1,0,0,No militar,U.S.A.
1935-11-09,00:00:00,IMPERIAL AIRWAYS,Short S-17 Kent,S-759,13,10,3,12,9,3,0,1,No militar,Italy
1935-11-11,00:00:00,AIR FRANCE,Latecoere 28,6-926,3,0,3,3,0,3,0,0,No militar,France
1935-12-04,00:00:00,AIR BLEU,Caudron C-630 Simoun,7013,2,0,2,1,0,1,0,1,No militar,France
1935-12-10,16:45:00,SABENA,Savoia-Marchetti SM73,30002,11,7,4,11,7,4,0,0,No militar,Ocean
1935-12-24,00:00:00,DEUTSCHE LUFTHANSA,Heinkel He-70,915,3,2,1,3,2,1,0,0,No militar,Poland
1935-12-31,19:15:00,IMPERIAL AIRWAYS,Short S-8 Calcutta flying boat,S-752,13,9,4,12,9,1,0,1,No militar,Egypt
1936-01-14,00:00:00,MILITARY - FUERZA AEREA COLOMBIANA,Junkers JU-52,No Data,16,13,3,13,10,3,0,3,Militar,Colombia
